Joint_0_Angle,Joint_1_Angle,Joint_2_Angle,Joint_3_Angle,Joint_4_Angle,Joint_0_Encoder,Joint_1_Encoder,Joint_2_Encoder,Joint_3_Encoder,Joint_4_Encoder
-0.036759512,0.070048595,0.041756087,0.016592741,0.058928098,-0.015748289,0.097471387,0.076463434,0.018102678,0.044195081
0.003334338,0.04840024,0.105388041,0.068871629,-0.00292765,0.029333447,0.047091299,0.135056709,0.040124486,-0.007566003
0.019118064,0.096764557,0.098950173,0.029776048,0.034891486,0.028355359,0.110041345,0.132551273,0.038886753,0.017162943
-0.026443786,0.132431504,0.088909001,0.010592878,-0.098346189,-0.022908419,0.130498973,0.056394551,0.022321114,-0.072999798
0.022438659,-0.00566447,0.2050809,0.005867785,0.010148485,0.043359775,-0.026383066,0.212078,0.029153945,0.01250671
0.022790253,0.009393296,0.020560463,-0.002232482,-0.032376218,0.039507558,0.03777409,0.046044689,0.022826673,-0.04956717
0.041077191,0.214009857,0.06466651,-0.022134425,0.044587755,0.050478528,0.227380612,0.075890349,-0.01644633,0.057546736
0.006385337,0.055307866,0.043066748,0.028391961,-0.041915821,-0.003331412,0.056838649,0.043494721,0.005453919,-0.048515965
-0.018620575,0.086809271,0.041177997,0,-0.184940217,-0.020461899,0.092101365,-0.020358009,0.002813339,-0.218182298
0.008528591,0.049725136,0.023236367,-0.00183892,0.028895487,-0.011097029,0.037243646,0.056213438,-0.000349275,0.06111287
-0.003410321,0.083049977,0.040716827,0.021816635,0.157768908,-0.008917365,0.062551905,0.078432992,0.027694974,0.163214494
0.089677407,0.006692385,-0.013377024,0.033967585,-0.000326476,0.068301964,0.010613023,0.024289742,0.057919285,0.02879535
-0.033865874,0.164651634,0.074687162,0.016982808,0.009004515,-0.033788649,0.155415454,0.099963199,0.04834611,-0.013987232
-0.012223671,0.036493452,-0.025704996,-0.050548156,-0.009014589,-0.000822224,0.019815503,-0.023265938,-0.043895715,-0.042601845
-0.027242732,0.042395058,-0.022928555,-0.000482154,-0.01231207,-0.027522084,0.020995002,-0.01554722,-0.016788507,-0.027938521
0.005533514,0.114239031,-0.013033042,-0.035982398,0.023652472,0.006172676,0.098114845,0.019673206,-0.012893889,0.032774183
-0.042035317,0.006282181,0.00050561,0.028507915,-0.060916911,-0.034967924,0.022039359,-0.003157645,0.062045811,-0.047054215
0.010083175,0.129405333,0.190775359,0.039991588,0.013986608,0.010670211,0.124083553,0.169868911,0.057420597,0.01541795
0.052945004,0.061241397,0.022837334,-0.055228242,-0.040285275,0.050675706,0.055398067,0.046115055,-0.034012644,-0.021561819
-0.051534164,0.051410136,-0.024542582,0.010699565,-0.09091616,-0.024293335,0.014081745,-0.036369567,-0.026827562,-0.106638971
0.013068271,0.060895725,-0.025848056,-0.017542544,0.029215337,0.012504743,0.08319696,-0.035849718,0.017630226,0.012373084
0.001543834,0.135045187,0.09840022,0.043226172,-0.031863261,-0.005155084,0.127387033,0.115149633,0.031766767,-0.012115411
0.001004273,0.114748809,0.04167181,0.002036973,0.062435893,0.014531104,0.095588157,0.042590832,-0.001832306,0.063099287
-0.015844602,0.057999708,0.099431352,-0.005529335,0.005701381,-0.038161586,0.020161484,0.087660614,-0.02571198,-0.014166984
0.01482086,0.065984109,0.067686589,0.049331168,-0.111092257,0.041829148,0.078163835,0.08264933,0.044081582,-0.127192332
0.054364366,0.10761553,-0.07706932,0.053220551,-0.03371296,0.046309567,0.102775772,-0.023630174,0.079871029,-0.051769509
-0.070873594,0.100437824,0.19723075,-0.055250633,-0.0109278,-0.037252458,0.119634924,0.217233923,-0.058403135,-0.042996443
-0.020776839,0.066823587,0.074953409,0.101143848,0.085256058,-0.035544749,0.076817197,0.083665121,0.084411357,0.096630618
0.069141329,0.10820029,0.019357055,-0.081070758,-0.07116796,0.049408502,0.100050064,-0.012606117,-0.07773755,-0.086521232
-0.01569032,0.048312643,0.024083504,0.006248816,0.00360034,-0.020528471,0.047772234,0.045613934,-0.018827349,-0.017689399
0.004413661,0.096009961,0.073080514,-0.01071451,-0.023253464,0.016685225,0.110499751,0.090373105,-0.005912732,-0.059059689
0.001099323,0.030304405,0.161538432,0.093528326,-0.036217102,0.017994011,0.049045672,0.178844103,0.052181818,-0.047261644
0.05271261,0.075772576,0.146572174,-0.013487532,-0.022386027,0.085635397,0.098126756,0.149464716,-0.014766969,-0.035078125
0.037375888,0.10620202,0.052346857,-0.033476393,0.033151055,0.050494574,0.125870231,0.056574337,-0.033920566,0.046769387
0.014023429,0.097886494,0.008809127,-0.081506459,-0.009012401,0.036515462,0.093776472,-0.012382031,-0.064200993,-0.048865781
0.10418977,0.100646584,0.09688695,-0.049104758,0.000970718,0.097757727,0.098712702,0.122362655,-0.010870647,0.024105578
0.02930655,0.103126699,0.100698048,0.010524038,-0.06600898,0.038106601,0.09797873,0.107094792,0.017776051,-0.070374953
0.016645083,0.093168001,0.067141594,0.054631966,0.008018341,0.038282845,0.09865904,0.07300468,0.046509084,0.046760766
0.063016197,0.092957003,0.057638022,-0.003045809,-0.01605408,0.046411062,0.081975331,0.04351654,0.035245878,-0.019922497
-0.001798089,0.12065174,0.181116934,0.001311424,-0.085453428,0.040278766,0.116022138,0.193956404,0.006694027,-0.128489729
0.044382606,0.141749946,0.094910751,0.024376999,0.187553233,0.044436,0.149347199,0.104022066,0.0426221,0.181467745
0.089426954,0.059528509,0.05723837,-0.029483451,-0.056659633,0.080829977,0.06655386,0.018691113,-0.013988584,-0.053903755
0.001271733,0.109311198,0.116342178,-0.005356098,0.040856102,-0.034583307,0.08797082,0.105726681,-0.025831728,0.031179335
0.006110864,0.13030966,0.160819368,-0.014421707,0.025831955,0.00291938,0.137759563,0.155325694,-0.021764648,0.023293039
0.036544343,0.105419558,0.097006116,-0.020704418,-0.033349197,0.028663723,0.131183481,0.100713352,-0.033963017,0.001932552
0.089841428,0.108608044,0.107391893,0.011661826,-0.05995335,0.09807258,0.17464941,0.10610308,0.028600463,-0.064148442
-0.019220797,0.105902993,0.09847216,-0.019110986,0.059664478,-0.023010805,0.103462811,0.064748366,-0.038046403,0.051183968
0.02571709,0.093193259,0.108878628,0.097453558,-0.005601988,0.037579367,0.085768042,0.141432021,0.10922371,0.000281524
-0.003219326,0.055380477,0.129277401,-0.093617832,0.03948789,0.001171314,0.003339134,0.099015583,-0.092446774,0.034145158
-0.048259146,0.073962755,0.122215828,0.003223882,-0.071813759,-0.024809116,0.060425023,0.156924767,-0.015971336,-0.092629641
0.005320733,0.141536928,0.103656772,-0.057662338,-0.085057361,-0.006349429,0.128327378,0.12554765,-0.029444194,-0.102046144
0.100053846,0.148917982,0.068381887,0.068890618,-0.051662072,0.07426826,0.153051402,0.061583939,0.064867011,-0.037737744
0.00962947,0.151341717,0.149806826,0.201690777,0.085411817,0.021742178,0.183959177,0.167488913,0.169208693,0.084004681
0.078999204,0.157655705,0.046178922,-0.02365519,0.056185154,0.081568415,0.159261687,0.037763556,-0.060091747,0.037981843
0.197811002,0.054906308,0.079977437,0.023781629,0.000814599,0.218619955,0.084359244,0.061719433,0.025954215,0.001996598
-0.033575039,0.273414021,0.007091033,0.123241563,-0.061300972,0.005352743,0.253679359,0.007393827,0.110633127,-0.089852892
-0.023415408,0.115011094,0.011776406,-0.061974829,0.024800139,0.021203864,0.15084588,0.010580916,-0.036598458,0.014659399
-0.090492191,0.051169944,0.122353499,0.019087966,0.131250689,-0.101873417,0.032031731,0.119773982,-0.034308879,0.153199637
0.024903813,0.082908744,0.090956879,0.143373255,-0.046931119,0.037300389,0.075293827,0.050654085,0.144077027,-0.046586779
0.070704262,0.171048817,0.122029477,-0.002123271,-0.055015935,0.077553255,0.133880171,0.124078017,-0.022649847,-0.053743064
-0.025353127,0.071417097,0.060592949,-0.039251186,-0.04055576,0.002385853,0.056483079,0.038451851,-0.040965852,-0.035034503
-0.007706559,0.146327031,0.174616749,0.040593801,-0.031807965,-0.023446293,0.136042585,0.205559613,0.082339409,-0.05154618
-0.078213104,0.137582126,0.183391121,0.026813568,-0.019819587,-0.08681771,0.155285031,0.17559969,-0.00186561,-0.032736463
0.032817609,0.121264259,-0.044887365,-0.001924161,0.013457178,0.019342008,0.085759424,-0.034715983,-0.003778487,0.013144338
0.017291942,0.133476914,0.128370209,-0.079296659,0.091901372,-0.008345452,0.178256173,0.111939148,-0.097533341,0.072212638
0.07197246,0.110353145,0.075968792,0.035283477,-0.039958929,0.075712623,0.124095762,0.117231853,0.025339153,-0.065547756
0.067510221,0.081753436,0.053825638,-0.143536832,0.095406386,0.080428459,0.121561346,0.068791734,-0.131805791,0.112064176
-0.024824278,0.261003321,0.08232268,-0.056976277,0.057438251,-0.051093483,0.267930637,0.084791128,-0.027971068,0.082535477
0.045025945,0.215824479,0.103319832,0.044184188,-0.046786756,0.041959958,0.243041811,0.085958579,0.098507947,-0.056388584
0.113087844,0.13546638,0.058244316,0.048233036,0.057635722,0.11547839,0.147705889,0.061479297,0.044523532,0.095542314
0.079168901,0.130051047,0.118327962,-0.060691225,-0.013302089,0.08409711,0.165035771,0.140499334,-0.056122181,-0.014713253
-0.085267218,0.062564051,0.110363893,-0.075198057,-0.020354737,-0.090386854,0.106906478,0.085528557,-0.085690522,0.021959923
-0.015994789,0.172495571,0.111037297,0.001520715,-0.060652016,-0.025559744,0.180801474,0.138574958,-0.052828408,-0.062936234
-0.019232483,0.220338058,0.149228149,0.047660832,-0.03750537,-0.015938821,0.219955341,0.14310716,0.044229199,-0.074342034
0.011849984,0.14305058,0.043825368,0,0.074312329,-0.05033091,0.14031241,0.070055767,-0.014611727,0.071063257
0.116566662,0.190480531,0.159960679,0.002642588,0.033962392,0.117785895,0.199426884,0.155392326,-0.018103703,0.024004225
-0.083193248,0.256278155,0.110047036,-0.237813706,-0.08849241,-0.088017621,0.242967502,0.115193777,-0.228792961,-0.125117017
-0.045506046,0.128409479,0.179617016,-0.060671388,0.023099365,-0.040568931,0.134272246,0.194267401,-0.091834227,0.023029394
0.048070241,0.143595385,0.127222709,0.010752392,-0.042891172,0.020188677,0.11741327,0.114474498,-0.003968096,-0.080109501
-0.020075734,0.097862282,0.155769457,0.027342795,-0.051476364,0.011284096,0.080459694,0.168322466,0.04205075,-0.039904779
-0.06024704,0.117461811,0.139646921,0.021695415,0.000180757,-0.071582161,0.142520662,0.136961423,0.025318213,-0.014256417
-0.013216474,0.119868643,0.123111962,-0.03131049,-0.062375347,-0.01613292,0.117433082,0.116334197,-0.010875988,-0.060413474
-0.082085962,0.095512315,0.11390772,-0.01786228,-0.017355728,-0.078386892,0.072649458,0.101526667,-0.005468669,-0.031539689
0.027808374,0.21615591,0.126859861,0.095758864,-0.029674155,0.038979323,0.241316474,0.111539448,0.120623985,-0.060328036
0.043292935,0.194384232,0.087782535,0.042009536,0.012079571,0.044477997,0.208583038,0.115662581,0.06074604,-0.021001403
0.028958631,0.140382603,0.111762878,0.051494657,-0.006269667,0.032709995,0.130093523,0.111905812,0.005359692,-0.004555549
-0.057898375,0.068849689,0.141151041,-0.019164966,-0.00927995,-0.053502533,0.068941014,0.156847821,-0.020622739,-0.032617626
0.049536745,0.177110511,0.120154539,-0.050175002,0.021319332,0.029801853,0.175682385,0.097583156,-0.051630254,0.013234869
0.192113486,0.127288783,0.076796557,-0.030853683,0.046171299,0.238216634,0.155590896,0.075793449,-0.012526095,0.049114196
0.094695691,0.166876705,0.12353885,0.064536078,-0.00791912,0.094981451,0.170427847,0.124943861,0.07016141,-0.017282897
0.038696023,0.155695514,0.13146082,0.000239516,-0.012869966,0.028765401,0.152869017,0.134539,0.00249014,-0.041238189
-0.003771244,0.126773138,0.12766817,0.004415167,-0.051573332,-0.018447978,0.111680197,0.117725611,-0.010861947,-0.042705551
0.027153723,0.163406886,0.111781433,0.013523489,-0.000447744,0.003898697,0.120700555,0.120009517,0.022753072,-0.002418394
-0.007151528,0.03804917,0.060070114,-0.027427278,-0.063686841,0.005743937,0.026127966,0.050256637,-0.019072389,-0.051294548
0.00364568,0.236158223,0.127697544,0.150300598,-0.014630644,0.017299291,0.222919372,0.136348859,0.173621661,-0.042510344
0.055860922,0.152612547,0.122706054,-0.010767273,-0.002513444,0.072865642,0.147243214,0.142617066,-0.005610627,-0.001248583
-0.001504469,0.137270657,0.05523111,0.001239695,-0.063873121,0.004421188,0.139645187,0.06616972,0.001542093,-0.05970707
0.094759853,0.161997067,0.10527139,-0.036565896,-0.055138189,0.081367738,0.21318074,0.132937552,-0.0192812,-0.030555215
0.043023741,0.164577722,0.105838446,-0.019161872,0.050975686,0.03599995,0.167872636,0.107962905,-0.007842018,0.079137159
0.060829501,0.170216067,0.171999789,0.061610514,0.009593237,0.040627055,0.185563386,0.169005558,0.084090366,-0.010218857
0.097810469,0.199432006,0.115915925,0.09858389,0.009152419,0.090254043,0.190462402,0.084219212,0.07561212,0.022164487
0.140298694,0.146889089,0.157985468,0.104447499,-0.044185247,0.11311144,0.1086287,0.157220274,0.092037064,-0.045462063
0.078131242,0.228746176,0.185480944,-0.012415106,0.021687162,0.071695229,0.216582859,0.206271784,-0.013540461,0.030130831
0.08552413,0.21094587,0.126855055,-0.028256139,0.062448994,0.09445515,0.220474002,0.113516788,-0.03394857,0.092010324
0.073484913,0.229856856,0.25523712,0.00378654,-0.017984591,0.06521234,0.222553008,0.283929931,0.009149813,-0.016202622
0.137428723,0.186078726,0.188472785,0.061417228,0.00260535,0.174486137,0.187264363,0.214938077,0.066544916,-0.02061565
-0.00537489,0.186651896,0.05114234,0.048456759,-0.20122577,-0.037102064,0.210678272,0.056731038,0.060514404,-0.19784326
-0.04669362,0.11714995,0.086256162,-0.002617206,0.009120115,-0.055957239,0.109516407,0.077921476,-0.011068529,-0.000726513
-0.045744775,0.225589235,0.087952138,0.018176151,-0.051441722,-0.017748894,0.233030736,0.09253145,0.044338496,-0.103801846
0.111988586,0.214922853,0.195344163,-0.002830523,0.000159039,0.107078943,0.217881638,0.188698267,0.042794007,0.01731363
0.064813559,0.172662668,0.228148922,-0.023008939,0.049727942,0.107348963,0.197113476,0.221680938,-0.013133192,0.033840517
0.119301184,0.161826964,0.150404606,0.027820804,0.03171059,0.103097515,0.1522536,0.152575856,0.014598092,0.014221122
0.044552002,0.199650952,0.129089063,-0.049487959,-0.003969709,0.035167457,0.198437718,0.130629438,-0.05468105,-0.030518155
0.053005796,0.393230057,0.178629507,0.10748767,-0.03930056,0.091091053,0.361366989,0.173461055,0.118662928,-0.034068262
0.076984227,0.246385716,0.161332567,0.025986205,-0.080426787,0.064175009,0.267718763,0.161809204,0.046542846,-0.105987159
0.047177362,0.322767553,0.196613611,0,0.109160347,0.04279486,0.311194411,0.218255236,-0.008911881,0.110139792
0.078757187,0.159474059,0.152150699,-0.105712861,-0.037732172,0.106977494,0.171249256,0.178088359,-0.058887879,-0.016978888
-0.022464368,0.184876845,0.135834962,-0.133892936,-0.041935442,-0.059484092,0.168090552,0.135349027,-0.142238309,0.011075115
-0.002084445,0.110418919,0.145678535,0.049914735,-0.084291586,0.018577916,0.125167341,0.191672572,0.032389712,-0.094545374
0.116229677,0.182508317,0.137275002,-0.077770117,0.025303146,0.127773153,0.163095781,0.135719749,-0.116407829,0.030783445
-0.02730533,0.169148973,0.095272058,-0.02014438,0,-0.029169553,0.181449265,0.083268976,-0.012562958,-0.033713429
0.088362043,0.164450095,0.117705577,0.045299662,-0.023787955,0.105392048,0.166494635,0.13111052,0.046653999,-0.012173532
0.032148955,0.125981036,0.195245258,-0.069027461,-0.030176676,0.05435356,0.113144335,0.210580865,-0.080078042,-0.052573569
0.03787126,0.178504224,0.147282993,-0.009072041,0.008823816,0.01013242,0.177714701,0.158271261,-0.024282258,0.017585668
0.025918423,0.137725327,0.195079029,0.019724964,-0.023868957,0.022096131,0.184786271,0.177171605,-0.00743455,-0.043574257
0.070518123,0.171682407,0.109667449,0.018726126,0.003046664,0.097663293,0.167465968,0.113874656,0.009745022,-0.010921752
0.050281947,0.161011734,0.167884393,-0.001375035,-0.048855981,0.034208336,0.150025524,0.153009163,0.011348655,-0.028198413
0.07705645,0.178191224,0.139182371,0.117504211,-0.01594523,0.049482123,0.194414833,0.137336743,0.124306117,-0.036958034
0.136551323,0.249357934,0.172194159,-0.006273104,0.063752441,0.148967153,0.27590091,0.173144094,-0.021664125,0.069888131
0.028731229,0.230574519,0.226600903,0.034198656,0.018934412,0.030004617,0.227967429,0.208881561,0.021454817,0.008668451
-0.057546059,0.220372108,0.235538667,-0.08304925,-0.068776572,-0.039933443,0.24247194,0.241635423,-0.064465869,-0.084321333
0.025156748,0.120909494,0.084676506,-0.020451941,0.023430065,0.043896648,0.086708144,0.113872772,-0.013695975,0.024469229
0.053864513,0.205992078,0.149820891,-0.005201953,0.030164827,0.061317154,0.197428585,0.16588089,-0.005985231,0.017399421
0.119098278,0.121760445,0.201612253,-0.013176016,0.064997787,0.128526313,0.124564211,0.182465412,-0.03798104,0.07440631
0.020111396,0.250348043,0.181790103,-0.006139661,-0.02837092,0.067235844,0.214213773,0.129283987,-0.000944039,-0.033518032
-0.05443882,0.219326114,0.152859286,0.026225414,-0.016262261,-0.048523256,0.24452935,0.136543796,0.03239583,-0.014675702
0.14607955,0.209214668,0.169048916,-0.016508998,-0.085477455,0.153340553,0.227676592,0.184834824,-0.028583734,-0.110507122
0.000488478,0.204571058,0.198709958,-0.245929632,0.009290225,-0.00665027,0.194979794,0.184758259,-0.236339885,0.02513363
0.00746245,0.175987838,0.095411252,-0.016275516,0.000145282,0.02703461,0.199518245,0.042997642,-0.027311722,-0.042508574
-0.016989272,0.206760206,0.169206405,-0.002523562,0.005933093,-0.043854636,0.214973437,0.174571808,0.002399037,3.12E-05
0.072855117,0.193540491,0.120270147,-0.122330515,-0.021104611,0.069153403,0.195773744,0.123045904,-0.151035114,-0.064893432
0.031440792,0.198935712,0.18260547,0.016216844,0.038241468,0.049352001,0.186956205,0.185234567,0.021971885,0.017507163
0.02312902,0.33649113,0.123518862,-0.066142823,0.038181673,0.007341944,0.309057117,0.13070942,-0.073399343,0.047059992
0.004524819,0.226751538,0.175359931,0.018024342,-0.066750682,-0.004422163,0.202932785,0.159645802,0.040889064,-0.056653277
0.06740218,0.240752711,0.130353549,0.008303703,0.014838177,0.081736251,0.254743643,0.127887589,0.013589808,0.007539688
0.036974051,0.235434721,0.149045836,-0.008378904,0.00499193,0.051874278,0.245408887,0.166384828,0.00165723,0.025263572
0.06323918,0.137364611,0.219004009,-0.056148598,-0.001307552,0.077380249,0.114022227,0.230060429,-0.021787475,0.031108355
0.052998642,0.331846414,0.271872709,-0.018230794,0.01940539,0.046014298,0.307962906,0.305770288,-0.003969646,0.014248744
0.081577104,0.225773396,0.187432683,-0.015437314,-0.035400653,0.077542884,0.235329578,0.211691442,-0.015438208,-0.061122021
-0.019442775,0.122752084,0.193373165,-0.02794388,0.074222721,-0.006761832,0.124361202,0.191519346,-0.018277176,0.07175127
0.011248608,0.230893172,0.18592258,0.02829736,0.025258832,0.010104018,0.247909978,0.185694578,0.016386229,0.014749437
0.059211959,0.276430183,0.130881736,0.024794201,0.059761415,0.05467095,0.273591234,0.123509025,0.005827493,0.076272544
0.024400951,0.214713142,0.196884275,-0.084707498,-0.057571654,0.01885028,0.23089698,0.2159934,-0.10303895,-0.100310267
0.100458886,0.297764238,0.195873634,-0.018563816,-0.042823087,0.122448444,0.30651644,0.188348643,0.002794115,-0.085674488
0.104485452,0.200055666,0.103575272,-0.00302686,-0.034634852,0.100197897,0.205127569,0.10685492,0.008231586,-0.015883923
0.117180954,0.238571841,0.191526593,-0.010030407,0.105015799,0.104303882,0.244848483,0.190694145,-0.004863553,0.084247072
0.000420416,0.262076434,0.277793188,-0.046588007,-0.065638906,-0.053117813,0.233977706,0.280466725,-0.032069328,-0.054525695
-0.029597782,0.239993526,0.206060271,-0.002382453,0.023991399,-0.003557245,0.23376536,0.234966127,-0.014146787,0.011221909
0.060521966,0.217499624,0.162232431,-0.026274726,0.05352906,0.054907784,0.194775446,0.169661312,-0.056406978,0.080783504
0.041013642,0.210646447,0.12839671,-0.036209901,-0.00371421,0.036477454,0.19449656,0.141911679,-0.042833173,-0.020476183
0.02435519,0.228533529,0.160754014,-0.045830819,-0.011859733,-0.042142222,0.199891612,0.202105981,-0.058566074,-0.005480656
0.059255042,0.221213252,0.208902772,0.038699128,0.013217148,0.052099929,0.211271573,0.220545899,0.018131734,-0.004783167
0.167991779,0.273612536,0.245588361,-0.002226335,0.014142052,0.129627398,0.225950505,0.224193631,0.005761925,0.003429536
0.023402929,0.273436747,0.283672034,-0.075543401,0.035392994,0.030254116,0.301784061,0.25032419,-0.047291002,0.039804176
0.077511679,0.239886474,0.190560711,0,0.023543226,0.098822569,0.212071063,0.196720859,-0.021385928,-0.006315553
0.031317047,0.241196687,0.203153871,0.010922445,-0.014171935,0.047892318,0.269262447,0.234990068,0.01222742,-0.0250737
0.033360475,0.251063397,0.036086298,-0.022099678,0.004646385,0.009388698,0.227615163,0.045981829,-0.016382855,0.032763785
0.072814016,0.190833799,0.234700586,-0.005966251,-0.016073838,0.060383706,0.21676076,0.229941165,-0.018133777,-0.004172271
0.064382607,0.217237202,0.212289622,0.034977011,-0.011240983,0.048700804,0.188258305,0.215762512,-0.012037225,-0.039144938
0.036669059,0.311495348,0.239435262,-0.00294864,-0.054390988,0.020850848,0.348024784,0.239337908,0.022715594,-0.025861049
0.10627346,0.233787561,0.202538828,0.002014438,0.004440092,0.118095447,0.20941633,0.18527398,-0.013464152,0.02777571
0.11173198,0.217664472,0.237397404,0.067161041,0.01596531,0.135617446,0.210969761,0.223691803,0.0728963,0.015005874
0.061541179,0.267055325,0.170415184,0.041568315,0.03418673,0.066327258,0.253919082,0.179489395,0.034165097,0.012695429
0.043957846,0.223290956,0.323288782,0.004692985,0.029194435,0.063286414,0.253788224,0.331700784,0.017137607,0.061711402
0.071129692,0.234564632,0.161145755,-0.01574688,-0.010242673,0.086295641,0.226728114,0.201590609,-0.00502376,0.006588468
-0.107329783,0.234542376,0.168307309,-0.108326606,0.054803432,-0.112225467,0.240619616,0.181849499,-0.090073524,0.076716006
0.000224632,0.259903693,0.198218601,0.0495789,0.042160891,0.018203722,0.265119297,0.216638485,0.053948023,0.044764624
0.136449382,0.240015653,0.162431342,0.030284644,0.000266076,0.123932024,0.240210667,0.18053759,0.018823841,0.005151411
0.092802216,0.291106357,0.216626408,-0.032620528,0.029851866,0.076505677,0.331831244,0.214966267,-0.054865874,0.022816493
0.076040198,0.223595577,0.292927266,-0.060695464,-0.00757042,0.038083815,0.212628674,0.283241803,-0.034661044,-0.001052752
0.067362804,0.288462124,0.103493616,0.098780017,0.034812023,0.062022127,0.293385343,0.105127613,0.098497827,0.031361811
